mapping_id,parent_category,leaf_category,sub_category,etranoulis_taxonomy_path,etranoulis_category_page_url,skroutz_product_url,etranoulis_product_url,etranoulis_category_serialized,notes
143,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Φουρνάκια,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Φουρνάκια,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/fournakia,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Φουρνάκια,
144,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Ατμομάγειρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Ατμομάγειρες,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/atmomageires,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Ατμομάγειρες,
145,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Τοστιέρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Τοστιέρες,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/tostieres,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Τοστιέρες,
146,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Ψηστιέρες - Γκριλιέρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Ψηστιέρες - Γκριλιέρες,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/pshstieres-gkrilieres,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Ψηστιέρες - Γκριλιέρες,
147,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Φριτέζες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Φριτέζες,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/fritezes,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Φριτέζες,
148,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Φρυγανιέρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Φρυγανιέρες,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/fryganieres,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Φρυγανιέρες,
149,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Αρτοπαρασκευαστές,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Αρτοπαρασκευαστές,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/artoparaskeuastes,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Αρτοπαρασκευαστές,
150,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Μικροί Μάγειρες,Παγωτομηχανές,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Μικροί Μάγειρες > Παγωτομηχανές,https://www.etranoulis.gr/oikiakos-eksoplismos/mikroi-mageires/pagwtomhxanes,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Μικροί Μάγειρες///Παγωτομηχανές,
151,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Σετ,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Σετ,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/set-utensils,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Σετ,
152,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Χύτρες Ταχύτητας,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Χύτρες Ταχύτητας,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/xytres-taxythtas,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Χύτρες Ταχύτητας,
153,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Χύτρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Χύτρες,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/xytres,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Χύτρες,
154,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Τηγάνια,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Τηγάνια,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/thgania,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Τηγάνια,
155,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Ταψιά,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Ταψιά,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/tapsia,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Ταψιά,
156,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Γάστρες,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Γάστρες,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/gastres,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Γάστρες,
157,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Μαχαίρια,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Μαχαίρια,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/maxairia,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Μαχαίρια,
158,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Σκεύη Μαγειρικής,Διάφορα Σκεύη,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Σκεύη Μαγειρικής > Διάφορα Σκεύη,https://www.etranoulis.gr/oikiakos-eksoplismos/skeuh-mageirikhs/diafora-skeyh,,,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής:::ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ///Σκεύη Μαγειρικής///Διάφορα Σκεύη,
159,HOBBIES,Electric Scooter,,HOBBIES > Electric Scooter > -,https://www.etranoulis.gr/hobbies/Electric-Scooter,,,HOBBIES:::HOBBIES///Electric Scooter,
160,HOBBIES,Wearables,,HOBBIES > Wearables > -,https://www.etranoulis.gr/hobbies/wearables,,,HOBBIES:::HOBBIES///Wearables,
161,HOBBIES,Barbeque,Αερίου,HOBBIES > Barbeque > Αερίου,https://www.etranoulis.gr/hobbies/barbeque/aeriou,,,HOBBIES:::HOBBIES///Barbeque:::HOBBIES///Barbeque///Αερίου,
162,HOBBIES,Barbeque,Κάρβουνου,HOBBIES > Barbeque > Κάρβουνου,https://www.etranoulis.gr/hobbies/barbeque/karvounou,,,HOBBIES:::HOBBIES///Barbeque:::HOBBIES///Barbeque///Κάρβουνου,
163,HOBBIES,Barbeque,Αξεσουάρ Ψησταριών,HOBBIES > Barbeque > Αξεσουάρ Ψησταριών,https://www.etranoulis.gr/hobbies/barbeque/aksesouar-pshstariwn,,,HOBBIES:::HOBBIES///Barbeque:::HOBBIES///Barbeque///Αξεσουάρ Ψησταριών,
164,HOBBIES,Gaming,Playstation,HOBBIES > Gaming > Playstation,https://www.etranoulis.gr/hobbies/gaming/playstation,,,HOBBIES:::HOBBIES///Gaming:::HOBBIES///Gaming///Playstation,
